sentiment,id,user,text
Positive,1556383458,zanmeister,woops. just realized my settings were on &quot;public&quot; when i went on my potty-mouth tirade. @badbeckylynn is a bad influence! 
Positive,1470240750,Gossipgyal,AWww. Dominic Purcells deleted his Twitter. Awww. He was interesting. 
Positive,1834281104,ajeung,will take a shower! 
Negative,2065900400,J_Fox2,@nkirchmar and I changed it again...bwahah...I have no idea why my picture went away  I'll have to put another one up!  Good job in math!
Negative,2282110619,davidshead,@andaid that's no bueno. 
Negative,1881780853,jessbiscuit,Cant seem to find a picture small enough for my page! 
Positive,1824347775,crazycrayon,"yes, @bluebonnet21, yes it really is. I think my intelligence is too great for Twitter. "
Negative,2228859183,NichM,"@guitarplayr82 Yea, too bad I didn't export the feeds from NewsLife, I've got to go through Safari history and find all the sites... "
Positive,2049403345,AntoniiaAgurtii,"@Kariiniitaa Sweetheart, we have to think a name soon  I'm with all the power for write, and write, and write :B:B!"
Negative,2287051575,Bekkkaa,yay Tuesdays....... much nicer than Mondays!!! so tired though 
Positive,2065559118,systemragebodom,@LisaHopeCyrus wow. im laughing for the first time today 
Negative,2242165084,OwenGerrard,@neuronlight ohnoes!  Si you poor chap. No wonder you still haven't uploaded a pic yet ;)
Negative,2051056080,caribauer,@kkp1220 you are gonna have many snoring nights coming up. 
Negative,1980003934,sixdaysandy,A beautiful day to be sat inside having a meeting 
Positive,1563619439,16bitsystems,"Going to bed. I'll see you in my dreams, beautiful.  &lt;333"
Positive,2191613333,AdrianBita,I feel like this is decadent music  â« http://blip.fm/~8bc0g
Positive,2059283461,rarelyanex,"Hot, sweaty, knackered and feeling awesome. "
Positive,1990828573,beneubanks,@ashleyandrus I still owe @AliciaSanera a shirt from a few weeks back. A crazy weekend left me somewhat behind on my &quot;extracurriculars&quot; 
Negative,2236395716,Kaydeescrafts,@rainbowtotz its driving me insane LOL just found yet another category to do 
Negative,1824872096,EveRebecca,Had scrambled egg for breakfast partly because there is no other food in the house 
Positive,1559841715,SuperYam,I have two girls from haifa and kiryat shemona at my house right now 
Positive,1980341425,TwangyPearl,Agree with Justin's assessment of Hay Festival gig - some of us true HL fans enjoyed it! My hearing is JUST recovering! 
Negative,1958045336,IlBLisSlI,headed to the hospital. i can't take the pain anymore 
Positive,2064753893,sarahdymond,learning to play home by michael buble on piano 
Positive,1969572556,littleteelee,thx @lovelyskincare  for the invite again  can't wait to practice those moves! ;-)
Positive,2060752592,psychopompous,@trent_reznor this is why i love you so. 
Positive,2182863288,rjCalifornia,"Gone Thursday, Friday and Saturday... Probably wasted... "
Positive,1677976416,PinkElephant73,Good afternoooon Twitterbugs! I zonked out last night and slept for an incredible 12 hours  Got my nails did and now waiting for my lunch!
Positive,1968200994,belly_ladybug,"@tommcfly *------* u wrote a song in brazil, we inspired you HAHA, goodnight "
Positive,2181849058,MissxMarisa,@BlowhornOz Marrrrvelous! I'm watching Full House 
Positive,2046036284,sophieebaker,Yay ipod  works now ..back to lisenting to corrupted  awesome song 
Positive,1977734703,yeahdimas,Bought nike air max  I love my dad !
Negative,1964725194,pink_riot,i just realized today was my last day to see my best friend tanner im goin to miss him so much    
Negative,1989273529,brogenhayes,I hate Bank Holiday Mondays - cos I am working and its beautifully sunny out 
Positive,2059698741,happylovesChuck,@ktbeeper Awesome! what do you have planned! Hi McB!!! 
Positive,1989601568,Ihwan,"@mnrizal script utk slideshow image, sok aja cek linknya, kewl pokoknya mah hehe "
Positive,1983172015,moonfeatherr,"heyyyyy  text mee, mall today maybe "
Negative,2203449528,philhart,has just had to reload Windows Vista   
Negative,2001687987,denyseee,@dwayneyboy lol is it sad that all my tweets are directed towards you? 
Negative,2322840875,j1nkygr4ce,@chatrinidad says &quot;she didn't miss out that much then&quot;  @camping
Positive,1990614751,thwitters,@_chantal 
Negative,2049869117,xheyykeilah,@harroharroron I MISS YOU TOO BEST FRIEND 
Positive,1932858662,k94sure,@jimmyfallon and by the way you are awesome Jimmy!! It's been a great show the last couple weeks. 
Negative,1468844190,rachel_nee,@VicThompson oh no  tummy bug? hope u get better soon xx think she is only back briefly then off to nam..have text but no reply yet xx
Negative,1880941733,toandthen,just decided to stay at IH next year  ... which room should I get this time?
Negative,2071067202,alleypat,"my Pens lost  &amp; no hockey tonight, time to read a book!"
Positive,2052552418,FLUBALLOW,@MrAntony    morningggggg     sorry Ant ;[
Positive,1557428749,EmilyB_x,wooppp a hot Sunday lunch calls my name. will be back later this afternoon to tweet some more 
Positive,2031449575,MaschaD,@YoungQ we got faith and confidence in all u guys thanx again for everything all of u do 
Negative,2202941407,Happy_Skittles,Wow twitterena is acting all kinds of stupid right now  I should be in bed anyway.
Positive,1687337829,jennbunny15,taking my very last criminology quiz and then running some errands!  yay for new things!
Negative,2191876442,MARIAwhaaaat,"beach to surf for the last time  then packing and.. GOODBYE FLORIDA, HELLO CHICAGO!!! :o) beee home @ 10pm!!!"
Positive,2176538422,Tylereatspandas,"Back to the working life after a relaxing weekend. U da fuckin best. Band practice tonight, very pumped  gonna make some smash hitz!"
Negative,2252897790,kurisu87,"my electronics seem to be failing my tv doesn't work, my keyboard seem to be funny and to top it all off my CMOS needed resetting  #fb"
Negative,1880383381,ReemTeam,@MISLP u neever hit me back  ...had me all bored out here
Negative,1565192745,chibiusa2911,"I thought the bf wud come by and see me tonite, but he canceled. "
Positive,2177066153,rural_juror,"@DuckyDoesTV Playing the unemployed card...   You, sir, are shameless. "
Positive,2017191881,GregWillits,@DanSealana  - It NEVER ends! 
Negative,2220780886,Caoimhe101,@Shmaoifs  Haahaa! Its great! There are a lot of fakes though!  Sup in G-acres!? DAWWWG :L xo
Negative,2176622082,taluta,"@Chubbx U can C, my son was gr8 2, but... he won't draw any more  Trying to get him back.. send me pics of Ur's I love childrens art!"
Negative,2252525862,valentino1402,Kimi wo nosete - giai Äiá»u áº¥u thÆ¡ cá»§a mÃ¬nh :X http://bit.ly/2irkr5  Ráº¥t há»i háº­n vÃ¬ ÄÃ£ lÃ m vá»¡ cÃ¡i há»p nháº¡c bÃ i nÃ y 
Positive,2176811388,Denise551960,It's easier to build boys than to mend men.  Heard that this morning on the radio - not sure who coined that quote but it's quite true.  
Positive,1882164285,aself78,baby shower for sil last night and off to the pool this morning 
Negative,2325824038,Twisted_Studio,Note to self : You can't inhale peanuts! Eugh 
Positive,1553739642,x_JessChristine,in a great mood. this morning's mess is way behind me. off to the movies with pretty much the coolest people i know. 
Negative,2189799501,br0kensound,man i liked Renee 
Positive,2053805261,daniyaatmawan,"uhh too tired. wont tweet for today. sorry guys cant reply your tweet today. im toooo tired, anybody wanna give me some massage? lol "
Positive,1690796788,Venus30,Having &quot;Hualalai Estate's 100% Hawaiian Coffee&quot; today too 
Negative,2001091897,lrmmaglinte,my picture isn't showing 
Negative,2048942271,lovesongwriter,I feel like the only person on my flist who still doesn't like Glambert. 
Negative,1834029289,The_Wilson,"@sugarwife omg,why do I always miss these exciting events!? "
Negative,2199901832,mikebodge,@dj_jenNYork Good luck!  I'm suffering from the swine so I can't come out 
Positive,1980064269,SissyWillis,@amba12 Compound eye of the beholder? 
Positive,1960195581,ochremusic,Trying out thesixtyone.com -- a new spin on unsigned music discovery. http://is.gd/J5iU Spare a heart? 
Positive,2176291355,Giusyrz,http://www.youtube.com/user/xxgiusyrzxx plz see my youtube channel  hope u'll like the videos love yaaaa â¥
Negative,2002074411,tengcollantes,wanna eat but doesn't wanna get fat 
Negative,1958127480,JessicaJuliana,I just had a horrible dream. 
Positive,1677204597,Prayter,@Hetty4Christ I pray you are better : @Hetty4Christ I pray you are better  http://bit.ly/CrSJ7
Positive,1962266339,Marshas,"Running errands, lost my glasses, had lunch with a good friend - me!  It's a great day!"
Negative,2006955135,Smokerette,"Why are bras, particularly nursing bras, so effing expensive?  Oh well... needs must"
Negative,2057486418,jackelz,no welchs grape soda 
Negative,2261943841,rheaaa,@thisisnotadude .... why? 
Positive,1956195266,Crysgutty,Just got home goin to bed... It was a great night 
Positive,2065250405,UltimateHurl,"@lisam75 Thanks! I'm really liking oil painting, have lots of ideas for paintings "
Positive,1681140378,RainyDayArt,soap first  
Positive,1880974241,NTyrer,@gwyn007 we got no invite for wine..... lol!!!! 
Negative,2251791809,Jorue,"I look like sh*t right now. 6 hours of sleep, sweaty and i smell. "
Negative,2204216296,marul69,@fightfairy Yes i can see the sad faces of the cast &amp; producers too. I am very disappointed myself 
Negative,2007521854,finflicka,@vampradio I wish I could listen to you tonight  but it`ll be 5 am in Moscow. very early to get up.
Positive,1993370859,_mermaiden,"@AthenasArmoury wow, thank you for the recommendation in your blog. i feel like a celebrity "
Negative,2065078224,janesingh,@spedteacher I agree! I picked up some followers after I mentioned my BlackBerry to you a few days ago. 
Positive,2066194336,HannaPersson,cant wait for friady  
Negative,1548801132,Nic888,Trying to catch up on my shows online but I am apprently already caught up! That sucks  What now?
Negative,2049083849,staceyy__x,how hard is it 2find nice dresses  feel like i wear jersey dresses2 much so trying to steer away from tht for hol n cnt find anythin nice!
Negative,2064346492,jade_selby,I hate rain carnt believe the weather is like this again 
Positive,2191404542,jiwn,@msson NICE!  BildsprÃ¥k is teh shit!
Positive,1553081920,SLHamilton,@pskillman looks good!  sunroof's are awesome 
Positive,2055195654,Trispace,"The Orbea Ora's been sold, sad day. However, the search starts now for a new replacement  What would you buy for around Â£1,200???"
Negative,2252295537,sukhwaloh,im super depressed! piano teacher suggested me to NOT take abrsm and take trinity instead. just proves im soo not up to the mark! 
Positive,1932444658,marcelomezquia,@LuCiajavon i've called the fire department to get a cute firefighter's # before. What's wrong with that? 
Negative,2175215323,the_apostate,@_CorruptedAngel hmm - 2 lessons to teach and loads of admin to do  What about the world of dental assisting? *biggest hugs*
Negative,1986169494,ktholliday,"back from the lake! good news and bad news: the hot mess didn't show up, but the party is now over "
Positive,2063651970,lelephantrose,"morning. about to get ready for habana outpost! check for me. all day from 12-6.  757 fulton street, bk, ny (rt)"
Negative,1684954967,moondio,Uuuugh.. The feet... They huuurt 
Positive,1974628934,rslosek,@NikkiPilkington I am drowning it with Queen.  Don't Stop Me Now. Not even Nelly 
Positive,2072171162,JSTaCkS15,We will in 2010....devin harris....vince....lebron.....amare......brook lopez  sound like a good team 2 me
Positive,1751750253,Wailingfong,@StickySoyChai well that propels people to change direction. No point wasting your days on something you lost the passion for. 
Negative,1556215001,cami_mish,"lost two followers within the last few hours. how sad  what did I do to turn you off, good twittertarians?"
Positive,1989258168,camilleBd,"@mileycyrus http://twitpic.com/6dvj4 - So beautiful ! I'm really happy for you,your the best young singer "
Negative,2177883014,JerryDugan,"Sitting in jury selection 2day. Grateful to live in a democracy, and also hoping I don't get picked "
Negative,1555867527,SWMcCartney,Checking on a empty car got a call about attemped suicide. 
Negative,2296828864,mscholz62,waiting for my dog to get out of surgery.... 
Negative,2323824779,ashnessa94,"@bianca_maria hey girl, i miss you too "
Negative,2070279648,Kate_Arnold,yay heatings on!! been cold allllllllllll day!! 
Positive,1694274957,LanceRomel,where is the rain please come out 
Negative,2197609468,daryld,"Just realized how much a Macbook Pro is NOT worth the money. 1440x900 resolution and a 5400rpm HD on a $2,000 laptop? "
Negative,2266376302,tinacucch,the jonas brothers are in town and yet im not going to see them 
Negative,1967651239,Stilettos69,@Dj_Midori me loves you *Licking fangs* going to my coffin early 
Negative,1759154745,bananzaaanna,"@caitlynhuss hAHHAHAHAHh STOP DRINKING ALCOHOLIC!! ;D bwahahahahaa. you'll get a stomachache, no bueno "
Negative,1691187776,TheGr81SLASH,Just got back from being up and down the Texas Coast for our wedding anniversary. Didn't catch no fish though..... 
Positive,2008445894,mrs_mcsupergirl,@Holly_Baugh those are awesome. Thanks 
Negative,1694521342,markohatma,@BerryVEE hehe.. I will soon be if I see another SALE. I want to buy a nice hoodie 
Positive,2066229734,ochoocha,never felt this way 
Negative,2071130093,glittery1zie,Okay so Monday starts my career &quot;remix&quot; -if you will. Wish me luck. I'm excited and also... full of radio active nerves 
Positive,2060069337,baileemarshall,at grace baptist church w/ @nikolecamarae and other cool people 
